"ident","type","name","elevation_ft","continent","iso_country","iso_region","municipality","gps_code","iata_code","local_code","long","lat"
"UWKD","large_airport","Kazan International Airport",411,"EU","RU","RU-TA","Kazan","UWKD","KZN","","49.278701782227","55.606201171875"
"UWKE","medium_airport","Begishevo Airport",643,"EU","RU","RU-TA","Nizhnekamsk","UWKE","NBC","","52.092498779296875","55.564701080322266"
"UWKG","large_airport","Borisoglebskoye Airport",213,"EU","RU","RU-TA","Kazan","UWKG","","","49.13330078125","55.86669921875"
"UWKJ","medium_airport","Yoshkar-Ola Airport",348,"EU","RU","RU-ME","Yoshkar-Ola","UWKJ","JOK","","47.904701232910156","56.700599670410156"
"UWKS","medium_airport","Cheboksary Airport",558,"EU","RU","RU-CU","Cheboksary","UWKS","CSY","","47.3473014831543","56.090301513671875"
"UWKV","medium_airport","Zhigansk Airport",292,"AS","RU","RU-SA","Zhigansk","UEVV","ZIX","","123.361000061","66.7965011597"
"UWLL","medium_airport","Ulyanovsk Baratayevka Airport",463,"EU","RU","RU-ULY","Ulyanovsk","UWLL","ULV","","48.226699829100006","54.26829910279999"
"UWLW","medium_airport","Ulyanovsk East Airport",252,"EU","RU","RU-ULY","Ulyanovsk","UWLW","ULY","","48.80270004272461","54.4010009765625"
"UWOO","medium_airport","Orenburg Central Airport",387,"EU","RU","RU-ORE","Orenburg","UWOO","REN","","55.45669937133789","51.795799255371094"
"UWOR","medium_airport","Orsk Airport",909,"EU","RU","RU-ORE","Orsk","UWOR","OSW","","58.59560012817383","51.0724983215332"
"UWPP","medium_airport","Penza Airport",614,"EU","RU","RU-PNZ","Penza","UWPP","PEZ","","45.02109909057617","53.110599517822266"
"UWPS","medium_airport","Saransk Airport",676,"EU","RU","RU-MO","Saransk","UWPS","SKX","","45.212257385253906","54.12512969970703"
"UWSB","medium_airport","Balakovo Airport",95,"EU","RU","RU-SAR","Balakovo","UWSB","BWO","","47.7456016541","51.8582992554"
"UWSS","medium_airport","Saratov Central Airport",499,"EU","RU","RU-SAR","Saratov","UWSS","RTW","","46.04669952392578","51.564998626708984"
"UWUM","medium_airport","Maksimovka Airport",325,"EU","RU","RU-BA","Ufa","UWUM","","","56.16830062866211","54.83000183105469"
"UWUU","large_airport","Ufa International Airport",449,"EU","RU","RU-BA","Ufa","UWUU","UFA","","55.874401092529","54.557498931885"
"UWWB","medium_airport","Buguruslan Severny Airport",728,"EU","RU","RU-ORE","Buguruslan","UWWB","","","52.3718986511","53.71839904789999"
"UWWG","medium_airport","Bezymyanka Airfield",135,"EU","RU","RU-SAM","Samara","UWWG","","","50.32500076293945","53.220001220703125"
"UWWW","large_airport","Kurumoch International Airport",477,"EU","RU","RU-SAM","Samara","UWWW","KUF","","50.16429901123","53.504901885986"
"VA1G","medium_airport","Rewa Airport, Chorhata, REWA",1000,"AS","IN","IN-MP","Rewa","VA1G","REW","VA1G","81.220299","24.503401"
"VAAH","medium_airport","Sardar Vallabhbhai Patel International Airport",189,"AS","IN","IN-GJ","Ahmedabad","VAAH","AMD","","72.63469696039999","23.0771999359"
"VAAK","medium_airport","Akola Airport",999,"AS","IN","IN-MM","Akola","VAAK","AKD","","77.058601","20.698999"
"VAAU","medium_airport","Aurangabad Airport",1911,"AS","IN","IN-MM","Aurangabad","VAAU","IXU","","75.39810180664062","19.862699508666992"
"VABB","large_airport","Chhatrapati Shivaji International Airport",39,"AS","IN","IN-MM","Mumbai","VABB","BOM","","72.8678970337","19.0886993408"
"VABI","medium_airport","Bilaspur Airport",899,"AS","IN","IN-CT","Bilaspur","VEBU","PAB","","82.111","21.9884"
"VABJ","medium_airport","Bhuj Airport",268,"AS","IN","IN-GJ","Bhuj","VABJ","BHJ","","69.6701965332","23.2877998352"
"VABM","medium_airport","Belgaum Airport",2487,"AS","IN","IN-KA","Belgaum","VOBM","IXG","","74.6183013916","15.859299659700001"
"VABO","medium_airport","Vadodara Airport",129,"AS","IN","IN-GJ","Vadodara","VABO","BDQ","","73.226303","22.336201"
"VABP","medium_airport","Raja Bhoj International Airport",1711,"AS","IN","IN-MP","Bhopal","VABP","BHO","","77.3374023438","23.2875003815"
"VABV","medium_airport","Bhavnagar Airport",44,"AS","IN","IN-GJ","Bhavnagar","VABV","BHU","","72.1852035522","21.752199173"
"VADN","medium_airport","Daman Airport",33,"AS","IN","IN-DD","","VADN","NMB","","72.84320068359375","20.43440055847168"
"VAGO","large_airport","Dabolim Airport",150,"AS","IN","IN-GA","Vasco da Gama","VOGO","GOI","","73.8313980103","15.3808002472"
"VAHB","medium_airport","Hubli Airport",2171,"AS","IN","IN-KA","Hubli","VOHB","HBX","","75.08489990230001","15.361700058"
"VAID","medium_airport","Devi Ahilyabai Holkar Airport",1850,"AS","IN","IN-MP","Indore","VAID","IDR","","75.8011016846","22.7217998505"
"VAJB","medium_airport","Jabalpur Airport",1624,"AS","IN","IN-MP","","VAJB","JLR","","80.052001953125","23.177799224853516"
"VAJM","medium_airport","Jamnagar Airport",69,"AS","IN","IN-GJ","Jamnagar","VAJM","JGA","","70.01260375976562","22.465499877929688"
"VAKE","medium_airport","Kandla Airport",96,"AS","IN","IN-GJ","Kandla","VAKE","IXY","","70.100304","23.1127"
"VAKJ","medium_airport","Khajuraho Airport",728,"AS","IN","IN-MP","Khajuraho","VAKJ","HJR","","79.91860198970001","24.817199707"
"VAKP","medium_airport","Kolhapur Airport",1996,"AS","IN","IN-MM","","VAKP","KLH","","74.2893981934","16.6646995544"
"VAKS","medium_airport","Keshod Airport",167,"AS","IN","IN-GJ","","VAKS","IXK","","70.27040100097656","21.317100524902344"
"VAND","medium_airport","Nanded Airport",1250,"AS","IN","IN-MM","Nanded","VAND","NDC","","77.31670379639999","19.1833000183"
"VANP","medium_airport","Dr. Babasaheb Ambedkar International Airport",1033,"AS","IN","IN-MM","Nagpur","VANP","NAG","","79.047203","21.092199"
"VAOZ","medium_airport","Nashik Airport",1900,"AS","IN","IN-MM","Nasik","VAOZ","ISK","","73.912903","20.119101"
"VAPO","medium_airport","Pune Airport",1942,"AS","IN","IN-MM","Pune","VAPO","PNQ","","73.9197006225586","18.58209991455078"
"VAPR","medium_airport","Porbandar Airport",23,"AS","IN","IN-GJ","Porbandar","VAPR","PBD","","69.65720367429999","21.6487007141"
"VARG","medium_airport","Ratnagiri Airport",305,"AS","IN","IN-MM","","VARG","RTC","","73.327797","17.013599"
"VARK","medium_airport","Rajkot Airport",441,"AS","IN","IN-GJ","Rajkot","VARK","RAJ","","70.77950286869999","22.3092002869"
"VASD","medium_airport","Shirdi Airport",1926,"AS","IN","IN-MM","Shirdi","VASD","SAG","","74.378889","19.688611"
"VASL","medium_airport","Solapur Airport",1584,"AS","IN","IN-MM","Solapur","VASL","SSE","","75.93479919430001","17.6280002594"
"VASU","medium_airport","Surat Airport",16,"AS","IN","IN-GJ","","VASU","STV","","72.7417984009","21.1140995026"
"VAUD","medium_airport","Maharana Pratap Airport",1684,"AS","IN","IN-RJ","Udaipur","VAUD","UDR","","73.89610290530001","24.617700576799997"
"VCBI","large_airport","Bandaranaike International Colombo Airport",30,"AS","LK","LK-1","Colombo","VCBI","CMB","","79.88410186767578","7.180759906768799"
"VCCA","medium_airport","Anuradhapura Air Force Base",324,"AS","LK","LK-7","Anuradhapura","VCCA","ACJ","","80.42790222170001","8.30148983002"
"VCCB","medium_airport","Batticaloa Airport",20,"AS","LK","LK-5","Batticaloa","VCCB","BTC","","81.678802","7.70576"
"VCCC","medium_airport","Colombo Ratmalana Airport",22,"AS","LK","LK-1","Colombo","VCCC","RML","","79.88619995117188","6.821990013122559"
"VCCG","medium_airport","Ampara Airport",150,"AS","LK","LK-5","Ampara","VCCG","ADP","","81.62594","7.33776"
"VCCH","medium_airport","Hingurakgoda Air Force Base",170,"AS","LK","LK-7","Polonnaruwa Town","VCCH","HIM","","80.9814","8.04981"
"VCCJ","medium_airport","Kankesanturai Airport",33,"AS","LK","LK-4","Jaffna","VCCJ","JAF","","80.07009887695312","9.792329788208008"
"VCCK","medium_airport","Koggala Airport",10,"AS","LK","LK-3","Galle","VCCK","KCT","","80.32029724121094","5.993680000305176"
"VCCT","medium_airport","China Bay Airport",6,"AS","LK","LK-5","Trincomalee","VCCT","TRR","","81.18190002441406","8.5385103225708"
"VCRI","large_airport","Mattala Rajapaksa International Airport",157,"AS","LK","LK-3","","VCRI","HRI","VCRI","81.124128","6.284467"
"VDBG","medium_airport","Battambang Airport",59,"AS","KH","KH-2","Battambang","VDBG","BBM","","103.2239990234375","13.095600128173828"
"VDKH","medium_airport","Kampong Chhnang Airport",56,"AS","KH","KH-4","Kampong Chhnang","VDKH","KZC","","104.564002991","12.255200386"
"VDPP","large_airport","Phnom Penh International Airport",40,"AS","KH","KH-8","Phnom Penh","VDPP","PNH","","104.84400177001953","11.546600341796875"
"VDRK","medium_airport","Ratanakiri Airport",,"AS","KH","KH-16","Ratanakiri","VDRK","RBE","","106.98699951171875","13.729999542236328"
"VDSR","large_airport","Siem Reap International Airport",60,"AS","KH","KH-17","Siem Reap","VDSR","REP","","103.81300354","13.410699844400002"
"VDST","medium_airport","Stung Treng Airport",203,"AS","KH","KH-19","Stung Treng","VDST","TNX","","106.01499938964844","13.531900405883789"
"VE44","medium_airport","Hashimara Air Force Station",340,"AS","IN","IN-WB","Jalpaiguri","VE44","","VE44","89.36910247802734","26.698299407958984"
"VEAN","medium_airport","Along Airport",900,"AS","IN","IN-AR","","VEAN","IXV","","94.802001953125","28.17530059814453"
"VEAT","medium_airport","Agartala Airport",46,"AS","IN","IN-TR","Agartala","VEAT","IXA","","91.24040222170001","23.8869991302"
"VEBD","medium_airport","Bagdogra Airport",412,"AS","IN","IN-WB","Siliguri","VEBD","IXB","","88.32859802246094","26.68120002746582"
"VEBI","medium_airport","Shillong Airport",2910,"AS","IN","IN-ML","Shillong","VEBI","SHL","","91.97869873046875","25.70359992980957"
"VEBS","medium_airport","Biju Patnaik Airport",138,"AS","IN","IN-OR","Bhubaneswar","VEBS","BBI","","85.8178024292","20.244400024399997"
"VECC","large_airport","Netaji Subhash Chandra Bose International Airport",16,"AS","IN","IN-WB","Kolkata","VECC","CCU","","88.44670104980469","22.654699325561523"
"VEDB","medium_airport","Dhanbad Airport",847,"AS","IN","IN-BR","","VEDB","DBD","","86.42530059814453","23.833999633789062"
"VEDG","medium_airport","Kazi Nazrul Islam Airport",300,"AS","IN","IN-WB","Durgapur","VEDG","RDP","","87.243","23.6225"
"VEGK","medium_airport","Gorakhpur Airport",259,"AS","IN","IN-UP","Gorakhpur","VEGK","GOP","","83.4496994019","26.739700317399997"
"VEGT","medium_airport","Lokpriya Gopinath Bordoloi International Airport",162,"AS","IN","IN-AS","Guwahati","VEGT","GAU","","91.58589935302734","26.10610008239746"
"VEGY","medium_airport","Gaya Airport",380,"AS","IN","IN-BR","","VEGY","GAY","","84.95120239257812","24.744300842285156"
"VEIM","medium_airport","Imphal Airport",2540,"AS","IN","IN-MN","Imphal","VEIM","IMF","","93.896697998","24.7600002289"
"VEJS","medium_airport","Sonari Airport",475,"AS","IN","IN-JH","Jamshedpur","VEJS","IXW","","86.1688","22.8132"
"VEJT","medium_airport","Jorhat Airport",311,"AS","IN","IN-AS","Jorhat","VEJT","JRH","","94.1754989624","26.7315006256"
"VEKR","medium_airport","Kailashahar Airport",79,"AS","IN","IN-TR","","VEKR","IXH","","92.0072021484375","24.30820083618164"
"VEKU","medium_airport","Silchar Airport",352,"AS","IN","IN-AS","Silchar","VEKU","IXS","","92.97869873050001","24.9129009247"
"VELP","medium_airport","Lengpui Airport",1398,"AS","IN","IN-MZ","Aizawl","VELP","AJL","","92.6196975708","23.840599060099997"
"VELR","medium_airport","North Lakhimpur Airport",330,"AS","IN","IN-AS","Lilabari","VELR","IXI","","94.09760284423828","27.295499801635742"
"VEMN","medium_airport","Dibrugarh Airport",362,"AS","IN","IN-AS","Dibrugarh","VEMN","DIB","","95.0168991089","27.4839000702"
"VEMR","medium_airport","Dimapur Airport",487,"AS","IN","IN-NL","Dimapur","VEMR","DMU","","93.77110290530001","25.883899688699998"
"VEMZ","medium_airport","Muzaffarpur Airport",174,"AS","IN","IN-BR","","VEMZ","MZU","","85.3136978149414","26.11910057067871"
"VEPH","medium_airport","Panagarh Air Force Station",240,"AS","IN","IN-WB","","VEPH","","","87.4274978638","23.474300384499998"
"VEPT","medium_airport","Lok Nayak Jayaprakash Airport",170,"AS","IN","IN-BR","Patna","VEPT","PAT","","85.0879974365","25.591299057"
"VERC","medium_airport","Birsa Munda Airport",2148,"AS","IN","IN-JH","Ranchi","VERC","IXR","","85.3217010498","23.314300537100003"
"VERK","medium_airport","Rourkela Airport",659,"AS","IN","IN-OR","","VERK","RRK","","84.814598","22.256701"
"VETZ","medium_airport","Tezpur Airport",240,"AS","IN","IN-AS","","VETZ","TEZ","","92.78469848632812","26.7091007232666"
"VEZO","medium_airport","Ziro Airport",5403,"AS","IN","IN-AR","Ziro","VEZO","ZER","","93.828102","27.588301"
"VG5W","medium_airport","Al Ain Airport Ain District, Shabwah Governorate, Yemen",,"AS","YE","YE-SH","Ain District","VG5W","","YEMEN","45.545705","14.859579"
"VGBR","medium_airport","Barisal Airport",23,"AS","BD","BD-1","Barisal","VGBR","BZL","","90.30120086669922","22.801000595092773"
"VGCB","medium_airport","Cox's Bazar Airport",12,"AS","BD","BD-2","Cox's Bazar","VGCB","CXB","","91.96389770507812","21.452199935913086"
"VGEG","medium_airport","Shah Amanat International Airport",12,"AS","BD","BD-2","Chittagong","VGEG","CGP","","91.81330108642578","22.24959945678711"
"VGIS","medium_airport","Ishurdi Airport",45,"AS","BD","BD-5","Ishurdi","VGIS","IRD","","89.04940032958984","24.15250015258789"
"VGJR","medium_airport","Jessore Airport",20,"AS","BD","BD-4","Jashahor","VGJR","JSR","","89.16079711914062","23.183799743652344"
"VGRJ","medium_airport","Shah Mokhdum Airport",64,"AS","BD","BD-5","Rajshahi","VGRJ","RJH","","88.61650085449219","24.43720054626465"
"VGSD","medium_airport","Saidpur Airport",125,"AS","BD","BD-5","Saidpur","VGSD","SPD","","88.90889739990234","25.759199142456055"
"VGSY","medium_airport","Osmany International Airport",50,"AS","BD","BD-6","Sylhet","VGSY","ZYL","","91.8667984008789","24.963199615478516"
"VGZR","large_airport","Hazrat Shahjalal International Airport",30,"AS","BD","BD-3","Dhaka","VGHS","DAC","","90.397783","23.843347"
"VHHH","large_airport","Hong Kong International Airport",28,"AS","HK","HK-U-A","Hong Kong","VHHH","HKG","","113.915001","22.308901"
"VHSK","medium_airport","Shek Kong Air Base",50,"AS","HK","HK-U-A","Hong Kong","VHSK","","","114.08000183105469","22.436599731445312"
"VIAG","medium_airport","Agra Airport",551,"AS","IN","IN-UP","","VIAG","AGR","","77.96089935302734","27.155799865722656"
"VIAL","medium_airport","Allahabad Airport",322,"AS","IN","IN-UP","Allahabad","VIAL","IXD","","81.733902","25.4401"
"VIAM","medium_airport","Ambala Air Force Station",909,"AS","IN","IN-HR","","VIAM","","VI18","76.81670379638672","30.368099212646484"
"VIAR","large_airport","Sri Guru Ram Dass Jee International Airport",756,"AS","IN","IN-PB","Amritsar","VIAR","ATQ","","74.7973022461","31.7096004486"
"VIBK","medium_airport","Nal Airport",750,"AS","IN","IN-RJ","Bikaner","VIBK","BKB","","73.20719909667969","28.070600509643555"
"VIBN","medium_airport","Lal Bahadur Shastri Airport",266,"AS","IN","IN-UP","Varanasi","VEBN","VNS","","82.859299","25.4524"
"VIBR","medium_airport","Kullu Manali Airport",3573,"AS","IN","IN-HP","","VIBR","KUU","","77.15440368652344","31.876699447631836"
"VIBT","medium_airport","Bhatinda Air Force Station",662,"AS","IN","IN-PB","","VIBT","BUP","","74.75579833984375","30.270099639892578"
"VIBY","medium_airport","Bareilly Air Force Station",580,"AS","IN","IN-UP","Bareilly","VIBY","BEK","","79.45079803470001","28.4221000671"
"VICG","medium_airport","Chandigarh Airport",1012,"AS","IN","IN-CH","Chandigarh","VICG","IXC","","76.78849792480469","30.673500061035156"
"VICX","medium_airport","Kanpur Airport",410,"AS","IN","IN-UP","Kanpur","VICX","KNU","","80.410103","26.404301"
"VIDD","medium_airport","Safdarjung Airport",705,"AS","IN","IN-DL","","VIDD","","","77.20580291748047","28.58449935913086"
"VIDN","medium_airport","Dehradun Airport",1831,"AS","IN","IN-UL","Dehradun","VIDN","DED","","78.180298","30.189699"
"VIDP","large_airport","Indira Gandhi International Airport",777,"AS","IN","IN-DL","New Delhi","VIDP","DEL","","77.103104","28.5665"
"VIGG","medium_airport","Kangra Airport",2525,"AS","IN","IN-HP","","VIGG","DHM","","76.26339721679688","32.16510009765625"
"VIGR","medium_airport","Gwalior Airport",617,"AS","IN","IN-MP","Gwalior","VIGR","GWL","","78.22779846191406","26.29330062866211"
"VIHR","medium_airport","Hissar Airport",700,"AS","IN","IN-HR","","VIHR","HSS","","75.75530242919922","29.179399490356445"
"VIJO","medium_airport","Jodhpur Airport",717,"AS","IN","IN-RJ","Jodhpur","VIJO","JDH","","73.04889678955078","26.251100540161133"
"VIJP","medium_airport","Jaipur International Airport",1263,"AS","IN","IN-RJ","Jaipur","VIJP","JAI","","75.812202","26.8242"
"VIJR","medium_airport","Jaisalmer Airport",751,"AS","IN","IN-RJ","","VIJR","JSA","","70.86499786376953","26.888700485229492"
"VIJU","medium_airport","Jammu Airport",996,"AS","IN","IN-JK","Jammu","VIJU","IXJ","","74.837402","32.689098"
"VIKG","medium_airport","Kishangarh Airport",,"AS","IN","IN-RJ","Ajmer","VIKG","KQH","","74.814147","26.601473"
"VIKO","medium_airport","Kota Airport",896,"AS","IN","IN-RJ","Kota","VIKO","KTU","","75.84559631350001","25.160200119"
"VILD","medium_airport","Ludhiana Airport",834,"AS","IN","IN-PB","","VILD","LUH","","75.95259857177734","30.854700088500977"
"VILH","medium_airport","Leh Kushok Bakula Rimpochee Airport",10682,"AS","IN","IN-JK","Leh","VILH","IXL","","77.5465011597","34.1358985901"
"VILK","medium_airport","Chaudhary Charan Singh International Airport",410,"AS","IN","IN-UP","Lucknow","VILK","LKO","","80.8892974854","26.7605991364"
"VIPK","medium_airport","Pathankot Airport",1017,"AS","IN","IN-PB","Pathankot","VIPK","IXP","","75.634444","32.233611"
"VIPT","medium_airport","Pantnagar Airport",769,"AS","IN","IN-UP","Pantnagar","VIPT","PGH","","79.473701","29.0334"
"VISA","medium_airport","Sirsa Air Force Station",650,"AS","IN","IN-HR","","VISA","","","75.006103515625","29.56060028076172"
"VISR","medium_airport","Sheikh ul Alam Airport",5429,"AS","IN","IN-JK","Srinagar","VISR","SXR","","74.77420043945312","33.987098693847656"
"VIUX","medium_airport","Udhampur Air Force Station",2066,"AS","IN","IN-JK","","VIUX","","","75.15619659423828","32.902198791503906"
"VLLB","medium_airport","Luang Phabang International Airport",955,"AS","LA","LA-LP","Luang Phabang","VLLB","LPQ","","102.16100311279297","19.897300720214844"
"VLPS","medium_airport","Pakse International Airport",351,"AS","LA","LA-CH","Pakse","VLPS","PKZ","","105.78099822998047","15.132100105285645"
"VLSK","medium_airport","Savannakhet Airport",509,"AS","LA","LA-SV","","VLSK","ZVK","","104.76000213623047","16.55660057067871"
"VLSN","medium_airport","Sam Neua Airport",3281,"AS","LA","LA-HO","","VLSN","NEU","","104.06700134277344","20.418399810791016"
"VLVT","medium_airport","Wattay International Airport",564,"AS","LA","LA-VT","Vientiane","VLVT","VTE","","102.56300354","17.988300323500003"
